sale_id,sale_date,store_id,product_id,quantity
LA-4688,17-08-2023,ST-33,P-53,9
JP-767549,10-09-2023,ST-61,P-79,8
TN-08832,26-09-2020,ST-65,P-43,7
CG-90805,22-03-2024,ST-45,P-67,4
MZ-6140,20-08-2021,ST-42,P-11,3
RX-021280,21-06-2022,ST-34,P-48,10
FX-034890,25-07-2020,ST-19,P-51,4
YJ-6449,07-05-2020,ST-38,P-63,2
SS-98331,09-05-2021,ST-51,P-52,7
HG-497155,24-02-2022,ST-13,P-11,2
RO-32858,01-12-2020,ST-46,P-63,1
QG-425239,14-03-2020,ST-16,P-31,7
QI-7553,27-07-2022,ST-10,P-24,9
ND-56052,25-09-2021,ST-35,P-42,4
HY-57300,20-08-2022,ST-14,P-48,9
MY-95335,26-12-2023,ST-68,P-38,1
IT-511486,16-04-2021,ST-64,P-47,6
GC-651327,05-08-2022,ST-4,P-87,8
ZC-4835,22-04-2022,ST-65,P-60,10
VG-3506,20-09-2022,ST-69,P-58,10
WZ-67240,10-11-2023,ST-37,P-6,2
VT-76233,06-10-2020,ST-7,P-17,3
NU-19343,27-08-2024,ST-30,P-6,10
GJ-793303,25-01-2021,ST-28,P-1,7
AF-3006,22-10-2021,ST-7,P-47,7
NH-19801,03-02-2024,ST-58,P-49,6
JZ-17824,29-07-2020,ST-9,P-70,2
VY-48903,21-02-2021,ST-28,P-60,7
ZZ-440897,22-09-2024,ST-32,P-72,4
KD-75285,27-07-2022,ST-38,P-18,10
TV-4196,13-12-2020,ST-58,P-6,2
KA-6003,30-01-2023,ST-4,P-52,4
AZ-1444,17-06-2022,ST-49,P-46,9
WS-163017,17-03-2023,ST-38,P-30,5
GH-826272,07-02-2023,ST-68,P-69,6
SA-089345,10-02-2021,ST-6,P-45,7
EQ-461043,13-06-2021,ST-41,P-6,7
QO-0271,05-11-2024,ST-38,P-60,2
QT-392862,31-01-2022,ST-20,P-24,2
AB-27943,03-03-2022,ST-37,P-36,8
SE-14735,17-12-2020,ST-44,P-45,9
AB-790334,08-01-2024,ST-70,P-26,5
XA-97910,07-07-2023,ST-11,P-7,7
GL-577578,11-02-2021,ST-24,P-52,7
PU-8356,08-01-2023,ST-54,P-15,6
YI-610715,26-05-2020,ST-12,P-16,7
EY-83465,27-03-2023,ST-39,P-12,1
YC-822901,03-09-2023,ST-51,P-34,5
DK-3232,21-07-2024,ST-34,P-88,8
PQ-2742,22-02-2024,ST-5,P-54,2
YB-0287,29-09-2024,ST-19,P-48,9
NV-369897,05-03-2023,ST-55,P-81,8
BS-10273,24-04-2020,ST-2,P-77,5
JJ-707136,26-05-2023,ST-68,P-31,3
AG-69865,05-04-2022,ST-37,P-53,7
QO-337923,23-06-2021,ST-3,P-5,2
ZY-53237,16-04-2021,ST-3,P-41,3
QM-80176,23-06-2024,ST-11,P-84,7
XM-276904,30-05-2024,ST-20,P-12,1
AX-532973,08-01-2024,ST-71,P-37,5
UL-926958,25-04-2020,ST-41,P-37,2
DY-6703,03-01-2023,ST-27,P-79,1
PH-25725,08-10-2023,ST-8,P-82,1
RI-1736,09-03-2021,ST-13,P-50,3
DF-447914,03-01-2023,ST-70,P-14,8
SF-9614,15-06-2024,ST-40,P-81,6
MZ-30106,10-07-2021,ST-51,P-85,9
CX-21462,12-01-2022,ST-64,P-43,6
LZ-016693,07-11-2021,ST-3,P-38,9
DX-4474,09-12-2020,ST-8,P-59,4
SE-7036,11-01-2022,ST-28,P-7,10
OR-883464,29-04-2022,ST-30,P-75,1
XB-70146,26-02-2022,ST-60,P-85,3
JL-87825,02-02-2023,ST-8,P-17,8
VK-425727,17-09-2020,ST-63,P-24,4
ET-4776,07-10-2023,ST-54,P-26,1
PX-4937,22-02-2022,ST-6,P-30,7
VV-169204,12-05-2024,ST-64,P-78,5
VG-40616,14-05-2023,ST-72,P-24,9
ZB-85348,02-07-2024,ST-9,P-62,4
OI-641990,19-01-2020,ST-71,P-21,9
MG-3912,20-12-2020,ST-67,P-78,10
CW-6662,29-07-2021,ST-16,P-41,6
FX-1945,30-05-2020,ST-48,P-5,9
TD-0889,08-07-2021,ST-20,P-30,3
OV-9601,23-07-2021,ST-43,P-53,2
JW-849931,13-02-2023,ST-73,P-24,9
RG-1015,30-10-2022,ST-35,P-87,8
SY-3526,05-12-2021,ST-45,P-80,2
UZ-805813,19-08-2021,ST-66,P-80,7
XF-7805,22-02-2024,ST-40,P-62,3
KJ-3583,20-04-2022,ST-22,P-43,3
RS-2216,14-09-2020,ST-15,P-10,9
QT-5249,24-09-2020,ST-61,P-16,7
HL-281416,30-08-2020,ST-53,P-30,1
CG-6080,04-06-2022,ST-8,P-74,2
MF-752626,14-01-2024,ST-70,P-62,8
VV-859341,01-02-2020,ST-1,P-27,5
CJ-25129,27-04-2021,ST-73,P-47,1
BC-009004,29-06-2024,ST-18,P-32,5
AL-064157,21-08-2024,ST-29,P-71,7
HI-05346,24-08-2020,ST-59,P-28,1
YO-02882,26-05-2024,ST-14,P-80,6
MF-620684,08-07-2024,ST-11,P-16,10
KL-6219,06-02-2021,ST-9,P-80,6
WO-1520,08-05-2024,ST-11,P-76,7
BO-28971,27-12-2022,ST-12,P-83,8
KC-65238,26-09-2024,ST-34,P-26,2
LM-246472,17-09-2022,ST-59,P-70,8
EP-66657,12-05-2021,ST-17,P-87,6
IO-25860,16-12-2023,ST-16,P-68,5
XM-25630,23-04-2021,ST-26,P-36,2
EG-14300,06-07-2024,ST-40,P-55,3
IU-53164,28-06-2022,ST-68,P-18,10
JW-780787,01-10-2022,ST-26,P-82,10
PP-57125,04-09-2021,ST-68,P-45,7
KS-526138,10-03-2024,ST-41,P-10,4
GX-14891,26-08-2020,ST-27,P-22,8
DI-9178,11-01-2021,ST-68,P-10,4
QC-2607,30-10-2021,ST-73,P-61,6
TO-163577,06-03-2020,ST-74,P-76,5
BV-5372,05-06-2020,ST-52,P-30,8
ZV-7415,26-10-2022,ST-62,P-32,5
JA-2320,28-12-2020,ST-73,P-82,8
PM-0062,04-06-2020,ST-41,P-25,1
HU-56427,07-01-2023,ST-42,P-71,5
GD-745493,08-06-2021,ST-55,P-31,8
WT-4222,24-01-2022,ST-60,P-9,2
OI-068403,22-06-2023,ST-47,P-33,5
TJ-1281,08-11-2021,ST-2,P-64,1
OF-1090,03-08-2023,ST-30,P-71,2
RZ-127872,12-10-2024,ST-57,P-82,5
IR-6235,01-07-2021,ST-7,P-60,9
ZB-344199,12-06-2022,ST-56,P-3,3
RA-782817,22-10-2024,ST-50,P-6,6
ML-2434,07-10-2023,ST-49,P-15,6
NT-788626,22-09-2023,ST-68,P-72,9
LE-4470,25-10-2021,ST-57,P-56,10
PZ-337443,05-10-2022,ST-66,P-80,7
FP-602913,15-05-2020,ST-25,P-19,10
GL-6562,01-04-2024,ST-65,P-70,10
PF-439195,03-02-2023,ST-74,P-26,10
VR-09587,05-10-2023,ST-14,P-44,9
WI-9393,26-09-2022,ST-39,P-52,3
JC-931636,04-04-2020,ST-38,P-47,5
CR-298484,03-09-2023,ST-34,P-75,10
UB-80873,13-06-2024,ST-11,P-85,7
KO-247140,05-10-2022,ST-45,P-8,8
IW-279474,17-02-2020,ST-69,P-73,7
GT-424515,15-12-2023,ST-37,P-26,5
TI-3386,11-10-2022,ST-27,P-12,4
EG-82799,28-04-2020,ST-72,P-89,3
KY-025895,07-06-2024,ST-58,P-43,4
XF-691291,13-12-2022,ST-17,P-36,5
NR-126869,30-03-2023,ST-47,P-7,5
SZ-030394,05-05-2022,ST-65,P-6,5
FY-7383,10-07-2022,ST-16,P-66,7
PC-880594,11-03-2024,ST-61,P-82,9
AW-426703,18-10-2022,ST-55,P-21,9
FU-22296,04-05-2022,ST-28,P-70,8
MQ-53062,05-03-2023,ST-31,P-23,1
HX-44937,07-11-2021,ST-2,P-68,3
SF-44611,15-08-2021,ST-54,P-48,5
HS-442264,15-07-2021,ST-1,P-18,3
XK-7596,27-04-2024,ST-40,P-89,10
SS-00741,20-06-2022,ST-5,P-1,9
AP-2887,28-12-2021,ST-61,P-3,3
YM-031950,11-01-2023,ST-51,P-32,2
II-80461,06-12-2021,ST-19,P-67,7
RN-3122,10-02-2022,ST-3,P-40,6
MJ-1164,28-02-2021,ST-2,P-89,8
RK-05368,19-01-2023,ST-34,P-15,8
ND-65671,17-02-2021,ST-74,P-13,1
XE-87120,16-09-2021,ST-26,P-20,3
RP-629797,15-07-2024,ST-63,P-25,4
OW-7222,26-11-2023,ST-13,P-44,7
NK-0853,24-07-2021,ST-7,P-31,2
TO-8734,01-04-2022,ST-25,P-59,6
QL-17043,21-05-2024,ST-1,P-77,8
LP-31697,09-11-2021,ST-65,P-4,5
AF-25474,01-06-2023,ST-22,P-41,8
IL-7975,23-07-2023,ST-5,P-73,7
KC-074148,11-03-2023,ST-69,P-88,8
RU-85796,05-12-2020,ST-36,P-45,3
TU-736779,18-10-2020,ST-54,P-46,1
IH-982438,24-08-2022,ST-33,P-67,6
ZJ-95845,26-10-2021,ST-27,P-77,1
AV-07820,10-03-2022,ST-29,P-27,3
LZ-2913,06-04-2020,ST-57,P-13,7
MQ-10309,17-04-2021,ST-9,P-34,1
GP-9717,24-08-2020,ST-69,P-9,1
VU-19691,05-10-2021,ST-10,P-17,8
SX-10924,06-01-2022,ST-17,P-59,1
XT-8420,22-03-2023,ST-56,P-54,2
ZQ-09854,22-09-2024,ST-7,P-44,3
VF-286426,10-09-2024,ST-3,P-13,5
BM-71875,24-06-2021,ST-62,P-5,1
RL-1197,14-02-2020,ST-30,P-38,5
SP-9376,23-10-2022,ST-31,P-54,1
OF-004085,04-09-2020,ST-62,P-83,9
JP-353863,22-07-2020,ST-9,P-71,2
YU-3322,12-12-2022,ST-42,P-35,10
OD-386256,09-04-2022,ST-30,P-26,4
FM-657631,18-08-2020,ST-6,P-15,3
MA-443028,24-11-2023,ST-75,P-37,7
WG-365348,01-09-2021,ST-54,P-73,10
TJ-964816,28-12-2023,ST-46,P-52,3
KX-990473,12-07-2020,ST-68,P-79,3
EU-889285,31-12-2022,ST-68,P-89,8
FC-0599,27-07-2023,ST-69,P-64,2
GL-5613,10-02-2023,ST-32,P-72,10
RR-713615,08-11-2022,ST-72,P-70,7
ON-47781,02-06-2023,ST-75,P-61,10
UR-8294,13-05-2020,ST-37,P-53,6
OI-7181,17-10-2023,ST-52,P-47,2
MW-1217,10-07-2024,ST-50,P-67,10
TU-0185,02-11-2021,ST-14,P-35,10
IP-85847,13-01-2023,ST-45,P-10,7
HG-8573,22-07-2020,ST-61,P-62,6
GQ-57504,28-06-2024,ST-8,P-89,6
JO-7348,02-05-2021,ST-15,P-11,2
QL-606819,22-01-2023,ST-11,P-77,6
IF-010880,16-11-2023,ST-33,P-5,5
KN-7074,03-10-2020,ST-61,P-44,6
BL-76993,16-07-2021,ST-38,P-80,7
AT-42923,08-08-2024,ST-16,P-5,5
EY-885571,05-03-2021,ST-17,P-14,8
NO-8644,16-06-2020,ST-8,P-75,10
LZ-8209,17-02-2024,ST-32,P-65,4
LY-766825,26-07-2024,ST-56,P-66,1
QQ-174432,26-06-2024,ST-64,P-19,6
YE-4624,29-01-2024,ST-28,P-38,1
OO-485453,29-12-2023,ST-74,P-70,7
SJ-84047,07-11-2022,ST-45,P-13,9
LH-0787,03-05-2024,ST-14,P-17,3
AT-821225,10-02-2021,ST-63,P-13,9
DZ-03814,12-10-2021,ST-4,P-26,5
KP-94954,14-09-2022,ST-17,P-18,1
BA-9400,11-11-2021,ST-52,P-70,9
FZ-3994,02-06-2022,ST-72,P-13,8
YJ-14455,30-10-2021,ST-20,P-65,10
RU-876927,02-11-2020,ST-14,P-71,5
PM-2051,06-11-2020,ST-61,P-1,7
PW-31204,28-03-2023,ST-66,P-66,9
CH-160478,26-10-2021,ST-49,P-23,2
AQ-857023,10-08-2024,ST-7,P-42,2
ZL-5968,14-11-2020,ST-40,P-6,2
GM-81089,16-10-2021,ST-58,P-64,2
WW-895275,05-10-2020,ST-2,P-59,8
SB-324639,11-04-2024,ST-35,P-76,9
UH-04356,02-07-2024,ST-24,P-42,3
DS-325043,06-03-2023,ST-72,P-14,2
XG-37928,10-12-2021,ST-30,P-57,3
QL-229156,29-05-2023,ST-37,P-16,9
IE-6130,29-12-2022,ST-9,P-67,1
EY-02059,02-07-2020,ST-63,P-15,7
OX-1083,02-11-2021,ST-37,P-44,5
VG-923509,18-10-2023,ST-38,P-4,3
KZ-4442,29-05-2021,ST-72,P-44,6
GX-924134,27-08-2020,ST-31,P-81,8
YU-74258,18-11-2022,ST-72,P-57,3
BE-3424,15-12-2022,ST-10,P-63,6
XM-6213,07-10-2024,ST-25,P-42,5
GR-6352,14-02-2023,ST-51,P-5,9
OU-884885,15-12-2023,ST-54,P-21,6
MH-57162,11-09-2022,ST-13,P-58,7
MB-16449,28-03-2021,ST-40,P-32,7
SR-9662,16-07-2022,ST-6,P-21,8
YI-4480,11-10-2022,ST-27,P-14,10
RS-73150,21-11-2021,ST-65,P-5,9
XD-0720,12-04-2024,ST-63,P-74,7
XT-7148,06-09-2023,ST-3,P-80,6
UQ-40569,09-03-2024,ST-62,P-19,9
XZ-51136,15-11-2021,ST-63,P-50,4
DV-3118,20-01-2023,ST-43,P-39,9
RB-7183,11-07-2020,ST-63,P-82,7
ZK-1635,29-09-2020,ST-32,P-55,1
OP-690670,25-02-2022,ST-33,P-9,4
DD-66599,09-01-2022,ST-10,P-42,8
MC-3294,13-04-2023,ST-43,P-57,4
JS-043275,03-09-2022,ST-59,P-51,10
FA-8190,22-03-2020,ST-30,P-64,6
AQ-86531,19-12-2023,ST-31,P-62,3
DU-33164,05-10-2021,ST-15,P-26,6
QC-110943,23-04-2023,ST-24,P-75,10
RO-53590,11-05-2020,ST-40,P-87,5
WP-47808,07-11-2022,ST-7,P-60,9
KX-2869,07-12-2020,ST-23,P-55,9
DE-42128,30-08-2024,ST-64,P-3,4
HT-111276,24-09-2022,ST-23,P-44,9
EY-20823,19-07-2023,ST-69,P-83,1
RI-17167,12-05-2023,ST-58,P-25,5
GX-0770,07-09-2023,ST-71,P-49,5
MN-9269,18-03-2023,ST-4,P-77,2
ND-62821,18-12-2021,ST-40,P-89,6
VD-83333,11-02-2020,ST-39,P-37,8
YE-614308,08-10-2020,ST-70,P-79,8
GZ-0316,09-05-2021,ST-68,P-38,4
BO-870971,22-02-2022,ST-66,P-46,3
VM-5583,04-11-2022,ST-56,P-86,5
VE-929467,23-01-2022,ST-16,P-78,10
ZE-25118,19-12-2022,ST-46,P-85,10
XU-6868,08-10-2022,ST-71,P-6,4
BQ-32869,17-05-2022,ST-49,P-19,8
IS-860987,20-01-2023,ST-25,P-39,5
ST-49508,14-06-2021,ST-2,P-7,6
GT-17706,08-06-2023,ST-36,P-25,7
LE-86608,29-05-2022,ST-16,P-32,2
BP-150107,25-04-2024,ST-53,P-33,4
RI-10047,16-06-2021,ST-73,P-88,1
JS-85599,09-04-2024,ST-42,P-65,3
WV-835726,10-02-2023,ST-44,P-89,7
YI-376799,23-03-2021,ST-30,P-2,4
OE-820964,20-05-2022,ST-49,P-77,8
GD-170047,09-12-2021,ST-73,P-69,10
HX-513331,16-03-2020,ST-27,P-22,5
VH-5465,25-10-2024,ST-62,P-17,1
AA-39777,10-02-2022,ST-59,P-10,7
WH-558039,26-07-2023,ST-4,P-51,1
KT-03644,07-10-2021,ST-21,P-34,7
FN-47148,20-09-2023,ST-19,P-20,6
GQ-12919,29-07-2021,ST-63,P-48,8
GH-669046,04-04-2021,ST-7,P-71,7
IC-8952,29-08-2024,ST-51,P-62,7
CB-161365,11-07-2020,ST-18,P-80,2
PN-4575,14-09-2024,ST-48,P-2,3
KN-751206,02-11-2020,ST-58,P-62,3
NN-1407,08-06-2020,ST-67,P-29,8
WH-2734,19-02-2022,ST-52,P-87,7
LO-63964,22-05-2021,ST-66,P-49,8
RF-430596,20-11-2020,ST-69,P-19,8
OU-159027,06-09-2022,ST-43,P-75,7
PQ-955576,27-10-2021,ST-44,P-89,3
CO-401109,02-02-2022,ST-50,P-69,9
TR-123554,02-03-2021,ST-68,P-66,1
GM-5237,22-02-2021,ST-40,P-11,10
BY-1144,03-10-2023,ST-66,P-68,4
AX-26370,13-11-2022,ST-34,P-34,6
ST-903245,06-09-2023,ST-47,P-42,10
OC-1268,19-04-2023,ST-24,P-66,8
VI-1224,04-12-2020,ST-35,P-49,6
RU-761037,03-01-2021,ST-51,P-29,1
YJ-5192,13-08-2021,ST-70,P-53,1
YQ-816958,13-05-2020,ST-22,P-56,5
OI-64468,14-08-2021,ST-41,P-8,6
VW-106598,25-09-2022,ST-22,P-38,9
RK-8813,08-03-2024,ST-29,P-81,9
GC-633628,15-12-2023,ST-2,P-87,7
GI-75070,11-12-2022,ST-68,P-20,10
RJ-7722,21-10-2024,ST-46,P-21,4
GC-412653,18-06-2021,ST-69,P-16,4
UT-41866,12-03-2020,ST-41,P-34,10
JQ-49126,02-04-2021,ST-31,P-54,9
PM-159469,28-05-2022,ST-21,P-2,5
DC-31607,10-08-2022,ST-29,P-12,1
KG-5409,15-01-2024,ST-75,P-10,6
SI-1071,30-07-2021,ST-27,P-25,9
RR-8939,08-08-2024,ST-63,P-30,5
DS-18443,21-11-2020,ST-6,P-16,7
CY-325362,21-03-2024,ST-25,P-1,4
SJ-817262,01-05-2021,ST-25,P-25,5
EJ-2853,17-06-2024,ST-53,P-51,9
BA-75827,07-08-2020,ST-71,P-63,7
RF-3440,25-07-2020,ST-68,P-81,2
OT-731099,09-02-2024,ST-58,P-48,5
OQ-955246,16-07-2020,ST-45,P-13,5
AY-786657,19-11-2023,ST-70,P-30,3
AN-79848,02-11-2021,ST-71,P-88,8
ME-5833,27-01-2024,ST-33,P-84,2
UZ-052658,30-04-2024,ST-2,P-51,10
JC-2598,30-06-2022,ST-52,P-42,7
HA-9467,13-01-2024,ST-68,P-9,3
UV-29578,26-01-2022,ST-25,P-85,3
ZA-84291,31-08-2022,ST-67,P-22,10
MX-276440,07-12-2023,ST-51,P-9,6
MC-87038,03-07-2022,ST-33,P-68,7
EL-98237,30-12-2022,ST-44,P-56,4
AC-213654,14-09-2024,ST-60,P-71,3
BK-5889,19-05-2020,ST-58,P-18,9
TM-303674,24-09-2020,ST-29,P-6,7
TW-512056,07-04-2024,ST-72,P-79,9
CL-8658,20-10-2023,ST-28,P-39,8
OR-76744,14-10-2020,ST-26,P-59,4
RR-7965,28-10-2024,ST-60,P-18,8
UJ-89196,06-01-2022,ST-71,P-26,3
NR-4949,14-07-2020,ST-38,P-22,1
PM-130691,11-01-2020,ST-72,P-38,8
JN-2814,20-06-2021,ST-69,P-34,1
ZE-71096,02-10-2023,ST-30,P-76,6
DJ-6461,26-08-2022,ST-27,P-11,3
GX-1687,24-07-2024,ST-52,P-37,4
MU-5802,28-02-2023,ST-19,P-67,6
BX-64259,21-07-2020,ST-6,P-62,9
HD-01761,17-07-2021,ST-42,P-86,3
LN-33227,19-10-2022,ST-8,P-40,5
QT-8336,30-05-2024,ST-50,P-74,6
IX-792463,14-04-2021,ST-46,P-83,8
PL-0859,29-10-2024,ST-19,P-23,8
FT-7515,16-05-2020,ST-14,P-65,3
JQ-3310,15-02-2022,ST-23,P-21,8
OM-574446,01-03-2020,ST-43,P-56,4
RV-54197,23-10-2023,ST-25,P-42,7
GL-7549,16-05-2021,ST-5,P-84,8
WO-1990,05-02-2020,ST-56,P-4,2
VJ-288028,27-02-2022,ST-64,P-34,1
NQ-34217,12-01-2023,ST-38,P-57,4
TF-43822,21-11-2023,ST-16,P-50,1
NF-09677,21-09-2020,ST-51,P-17,8
KA-237592,07-09-2023,ST-75,P-27,4
DU-592574,07-03-2022,ST-15,P-75,2
VJ-4272,24-11-2020,ST-75,P-14,9
SN-38278,28-03-2024,ST-19,P-8,1
KA-54093,04-03-2023,ST-65,P-5,9
XP-8244,03-02-2023,ST-16,P-18,1
GF-2278,08-01-2024,ST-11,P-79,6
NG-43796,22-07-2022,ST-1,P-1,7
YU-67101,18-08-2022,ST-53,P-58,1
NI-94100,20-06-2024,ST-69,P-6,4
VN-6641,08-12-2022,ST-43,P-74,3
RB-9069,19-03-2020,ST-26,P-34,7
CJ-310795,28-12-2020,ST-50,P-35,2
YY-01022,14-07-2021,ST-52,P-8,3
IU-82562,09-10-2024,ST-53,P-50,5
JV-78544,11-05-2020,ST-72,P-30,2
ZE-7097,09-03-2022,ST-69,P-59,3
LC-9029,28-04-2021,ST-12,P-85,1
AK-49106,14-10-2023,ST-55,P-85,4
MG-10874,24-11-2022,ST-20,P-57,1
DB-25519,01-12-2021,ST-41,P-11,6
ZD-5822,25-11-2023,ST-30,P-39,6
LY-639602,11-03-2021,ST-56,P-67,6
VP-05147,26-09-2023,ST-23,P-89,4
DG-55225,19-02-2024,ST-68,P-62,10
UW-54163,14-02-2021,ST-39,P-23,9
MO-374445,11-09-2024,ST-57,P-33,5
WT-4232,10-07-2020,ST-7,P-20,10
XO-892828,27-05-2023,ST-7,P-83,3
ZS-3305,24-06-2023,ST-50,P-76,8
DV-9875,05-06-2024,ST-69,P-76,3
AB-50032,25-01-2023,ST-38,P-40,1
ND-203175,12-11-2022,ST-20,P-62,3
YH-5856,06-05-2022,ST-48,P-13,3
JJ-65263,11-10-2020,ST-26,P-24,1
QQ-8234,16-06-2023,ST-59,P-20,3
AS-673211,01-11-2020,ST-39,P-25,4
HE-496725,11-08-2024,ST-29,P-81,2
NN-43840,13-03-2021,ST-18,P-83,10
HT-6831,24-06-2020,ST-39,P-81,2
DJ-047214,19-10-2024,ST-38,P-40,6
MG-908123,12-08-2023,ST-43,P-89,4
NI-644367,03-04-2022,ST-43,P-69,7
PF-1181,14-05-2020,ST-21,P-51,9
QB-459940,25-11-2021,ST-21,P-9,1
VR-0638,29-11-2021,ST-64,P-35,4
UK-652416,19-02-2023,ST-49,P-72,5
SF-0954,26-07-2023,ST-69,P-3,2
BU-071390,02-04-2024,ST-32,P-62,2
GE-708659,22-08-2021,ST-42,P-17,4
CM-83751,25-03-2021,ST-40,P-25,5
TE-849989,22-11-2023,ST-66,P-36,7
HT-4108,08-01-2023,ST-34,P-25,9
XE-4221,28-11-2020,ST-14,P-51,6
EG-53050,10-10-2022,ST-10,P-86,1
NP-90922,23-10-2023,ST-29,P-22,9
EL-34067,09-10-2022,ST-17,P-85,1
WI-73152,21-06-2023,ST-48,P-61,9
WS-7021,12-10-2023,ST-26,P-25,9
GW-1489,19-05-2023,ST-50,P-75,4
XN-0081,27-11-2020,ST-59,P-19,7
ZF-07809,17-10-2022,ST-35,P-24,1
RO-1515,21-12-2022,ST-51,P-49,2
FR-126838,30-01-2020,ST-75,P-30,3
GS-079453,13-01-2023,ST-21,P-75,2
SW-8955,08-11-2020,ST-28,P-33,7
AL-206432,22-12-2020,ST-4,P-86,4
ZX-53303,25-09-2022,ST-22,P-59,4
HG-16055,31-10-2021,ST-42,P-79,9
JK-914135,22-08-2023,ST-60,P-58,1
WL-4582,30-06-2020,ST-2,P-61,8
AZ-69021,04-02-2023,ST-26,P-58,1
UZ-8282,27-08-2022,ST-60,P-82,10
IY-13999,02-07-2020,ST-38,P-36,10
WZ-850056,21-07-2022,ST-62,P-29,7
CI-844089,08-04-2024,ST-26,P-27,8
SM-08889,13-08-2022,ST-6,P-3,3
OH-848314,14-12-2021,ST-11,P-75,1
WT-355253,09-01-2023,ST-53,P-81,8
KO-4296,14-10-2024,ST-36,P-44,2
LW-7926,14-11-2022,ST-15,P-43,1
MH-6545,17-03-2024,ST-57,P-38,8
XA-445029,04-11-2023,ST-5,P-8,7
CA-054804,03-10-2023,ST-1,P-6,3
FG-5217,17-10-2024,ST-75,P-18,5
LU-375426,16-06-2023,ST-43,P-58,3
WJ-1331,15-04-2024,ST-59,P-63,7
UU-2788,16-03-2023,ST-3,P-50,1
TX-7228,15-12-2020,ST-63,P-27,4
PG-02971,25-04-2024,ST-43,P-21,1
BR-702240,09-09-2022,ST-3,P-87,4
BJ-20878,18-08-2022,ST-72,P-62,1
XW-412272,01-04-2022,ST-55,P-54,3
DP-1009,20-08-2020,ST-15,P-27,5
QZ-954040,08-09-2024,ST-39,P-67,7
KQ-115538,15-05-2022,ST-20,P-60,7
HE-32809,18-08-2020,ST-20,P-85,8
FN-157184,23-02-2020,ST-13,P-82,2
AE-4056,08-01-2024,ST-34,P-80,3
LW-3109,20-07-2022,ST-45,P-50,7
RQ-8188,20-04-2024,ST-54,P-30,8
VG-179862,18-02-2021,ST-60,P-3,4
YV-0436,17-05-2024,ST-60,P-1,4
JN-650440,01-08-2020,ST-66,P-51,8
EK-3795,22-06-2024,ST-17,P-66,9
HN-221079,21-12-2022,ST-75,P-14,8
DR-6128,27-11-2022,ST-70,P-85,9
PU-8602,07-11-2024,ST-43,P-12,3
NG-817737,07-03-2022,ST-24,P-84,10
IG-126369,17-10-2024,ST-23,P-67,5
VP-11078,30-08-2020,ST-36,P-37,3
NV-22569,21-11-2021,ST-25,P-67,4
MS-166749,28-06-2024,ST-5,P-71,1
CH-978373,02-09-2022,ST-18,P-9,6
XF-32054,19-08-2020,ST-17,P-64,7
RH-3325,03-05-2020,ST-60,P-31,3
DU-856855,24-03-2020,ST-42,P-50,8
DA-225232,08-06-2021,ST-10,P-7,7
EV-2795,30-07-2022,ST-60,P-19,1
HA-119049,12-10-2024,ST-7,P-37,5
TZ-881415,06-05-2022,ST-39,P-83,5
EB-504885,18-02-2021,ST-50,P-26,10
GL-85439,30-03-2021,ST-32,P-19,1
HD-64948,01-02-2020,ST-42,P-17,2
OQ-83058,04-10-2020,ST-12,P-25,10
OS-67977,28-03-2024,ST-21,P-58,2
EP-8211,17-10-2020,ST-51,P-49,2
RE-0548,07-05-2022,ST-75,P-22,5
VB-90769,05-10-2020,ST-61,P-39,7
AX-06822,22-06-2020,ST-56,P-14,5
TS-375633,04-05-2020,ST-63,P-19,2
XD-749480,09-11-2020,ST-16,P-65,6
UD-394345,03-07-2021,ST-74,P-62,4
MQ-8971,28-09-2021,ST-14,P-53,3
BI-62367,14-10-2020,ST-49,P-26,8
XM-191137,29-10-2024,ST-69,P-71,3
VM-760339,12-07-2022,ST-2,P-70,1
NB-66036,22-10-2020,ST-6,P-60,3
AT-582817,27-07-2024,ST-74,P-22,1
DL-279578,06-11-2021,ST-53,P-3,6
XO-1969,20-06-2021,ST-67,P-17,5
FT-49819,30-12-2023,ST-48,P-14,6
PC-7103,29-03-2023,ST-30,P-56,6
JT-855179,19-07-2021,ST-29,P-38,1
BS-113729,22-10-2023,ST-51,P-87,5
MW-42913,16-05-2020,ST-27,P-87,10
MJ-9690,12-03-2021,ST-6,P-81,2
YT-6361,30-06-2023,ST-21,P-37,2
PW-2943,28-10-2021,ST-75,P-71,10
KY-0915,08-10-2020,ST-7,P-34,9
WR-463567,01-11-2022,ST-25,P-46,2
NZ-079143,14-05-2022,ST-28,P-19,3
EW-0214,06-07-2020,ST-24,P-40,7
PI-59742,01-04-2022,ST-30,P-58,4
MT-084433,16-12-2021,ST-34,P-69,7
CJ-220437,20-04-2020,ST-70,P-67,4
GK-6685,29-03-2020,ST-75,P-41,3
DM-90153,10-04-2022,ST-55,P-32,1
EX-0675,15-02-2022,ST-1,P-6,10
AJ-2649,01-12-2022,ST-22,P-39,9
VR-7154,23-09-2020,ST-8,P-76,7
SN-671799,31-05-2024,ST-14,P-78,7
EE-914186,05-08-2023,ST-75,P-36,2
GX-79157,02-06-2023,ST-23,P-25,7
TR-52791,07-08-2021,ST-26,P-8,8
ZJ-71055,26-04-2020,ST-5,P-19,2
XR-8448,26-02-2021,ST-25,P-29,7
XY-823681,31-08-2022,ST-20,P-42,5
CF-0660,01-08-2024,ST-73,P-85,8
CI-05055,06-12-2021,ST-14,P-7,8
